Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
FERRARI,SF90 STRADALE,V8,3990 cc,963 л.с.,340 km/h,2.5 сек,83 600 000 руб.,plug in hyrbrid,2,800 Nm
ROLLS ROYCE,PHANTOM,V12,6749 cc,563 л.с.,250 km/h,5.3 сек,34 960 000 руб.,Petrol,5,900 Nm
Ford,KA+,1.2L Petrol,"1,200 cc",70-85 л.с.,165 km/h,10.5 сек,912 000-1 140 000 руб.,Petrol,5,100 - 140 Nm
MERCEDES, GT 63 S,V8,"3,982 cc",630 л.с.,250 km/h,3.2 сек,12 236 000 руб.,Petrol,4,900 Nm
AUDI,AUDI R8 Gt,V10,"5,204 cc",602 л.с.,320 km/h,3.6 сек,19 250 040 руб.,Petrol,2,560 Nm
BMW,Mclaren 720s,V8,"3,994 cc",710 л.с.,341 km/h,2.9 сек,37 924 000 руб.,Petrol,2,770 Nm
ASTON MARTIN,VANTAGE F1,V8,"3,982 cc",656 л.с.,314 km/h,3.6 сек,14 701 440 руб.,Petrol,2,685 Nm
BENTLEY,Continental GT Azure,V8,"3,996 cc",550 л.с.,318 km/h,4.0 сек,23 636 000 руб.,Petrol,4,900 Nm
LAMBORGHINI,VENENO ROADSTER,V12,"6,498 cc",750 л.с.,356 km/h,2.9 сек,342 000 000 руб.,Petrol,2,690 Nm
FERRARI,F8 TRIBUTO,V8,"3,900 cc",710 л.с.,340 km/h,2.9 сек,21 280 000 руб.,Petrol,2,770 Nm
FERRARI,812 GTS,V12,6496 cc,789 л.с.,340 km/h,2.9 сек,26 600 000 руб.,Petrol,2,718 Nm
FERRARI,PORTOFINO,V8,"3,900 cc",592 л.с.,320 km/h,3.2 сек,15 960 000 руб.,Petrol,2+2,760 Nm
FERRARI,ROMA,V8,"3,900 cc",612 л.с.,320 km/h,3.4 сек,17 480 000 руб.,Petrol,2+2,760 Nm
FERRARI,MONZA SP2,V12,"6,496 cc",789 л.с.,340 km/h,2.9 сек,129 200 000 руб.,Petrol,2,719 Nm
FERRARI,F8 SPIDER,V8,"3,900 cc",710 л.с.,340 km/h,2.9 сек,21 280 000 руб.,Petrol,2,770 Nm
FERRARI,PORTOFINO M,V8,"3,900 cc",612 л.с.,320 km/h,3.2 сек,16 720 000 руб.,Petrol,2+2,760 Nm
FERRARI,ROMA SPIDER,V8,"3,900 cc",612 л.с.,320 km/h,3.4 сек,18 240 000 руб.,Petrol,2+2,760 Nm
TOYOTA,GR SUPRA,I4,"2,998 cc",382 л.с.,250 km/h,4.1 сек,4 096 400 руб.,Petrol,2,500 Nm
TOYOTA,TOYOTA 86,BOXER-4,"1,998 cc",205 л.с.,226 km/h,6.4 сек,2 052 000 руб.,Petrol,2+2,205 Nm
TOYOTA,TOYOTA  GR86,BOXER-4,"2,387 cc",228 л.с.,226 km/h,5.6 сек,2 280 000 руб.,Petrol,4,250 Nm
TOYOTA,TOYOTA LAND CRUISER,V8,"5,663 cc",381 л.с.,220 km/h,6.7 сек,6 460 000 руб.,Diesel,7,500 Nm
TOYOTA,TOYOTA SEQUOIA,V8,"5,663 cc",381 л.с.,200 km/h,6.9 сек,3 800 000 руб.,Petrol,7,651 Nm
NISSAN,GT-R,V6,"3,799 cc",600 л.с.,315 km/h,2.9 сек,8 588 000 руб.,Petrol,4,637 Nm
NISSAN,370Z,V6,"3,696 cc",332 л.с.,250 km/h,4.7 сек,2 280 000 руб.,Petrol,2,366 Nm
NISSAN,Z PROTO,V6,"2,998 cc",400 л.с.,290 km/h,4.1 сек,3 040 000 руб.,Petrol,2,475 Nm
NISSAN,ALTIMA,I4,"2,488 cc",188 л.с.,225 km/h,7.3 сек,1 900 000 руб.,Petrol,5,380 Nm
NISSAN,MAXIMA,V6,"3,498 cc",300 л.с.,240 km/h,5.8 сек,2 660 000 руб.,Petrol,5,354 Nm
NISSAN,SENTRA,I4,"1,998 cc",149 л.с.,200 km/h,8.2 сек,1 520 000 руб.,Petrol,5,240 Nm
NISSAN,ROGUE,I4,"2,488 cc",201 л.с.,200 km/h,7.5 сек,2 128 000 руб.,Petrol,5,270 Nm
NISSAN,PATHFINDER,V6,"3,498 cc",284 л.с.,225 km/h,6.5 сек,2 660 000 руб.,Petrol,7,351 Nm
NISSAN,FRONTIER,V6,"3,799 cc",310 л.с.,180 km/h,6.8 сек,2 280 000 руб.,Petrol,5,381 Nm
NISSAN,TITAN,V8,"5,598 cc",400 л.с.,200 km/h,5.9 сек,3 040 000 руб.,Petrol,5,560 Nm
ASTON MARTIN,VALKYRIE,V12,"6,496 cc",1160 л.с.,402 km/h,2.5 сек,243 200 000 руб.,Hybrid,2,900 Nm
ASTON MARTIN,VALHALLA,V8,"3,996 cc",1000 л.с.,362 km/h,2.5 сек,83 600 000 руб.,Hybrid,2,1000 Nm
ASTON MARTIN,DBS SUPERLEGGERA,V12,"5,204 cc",715 л.с.,340 km/h,3.4 сек,24 016 000 руб.,Petrol,2,900 Nm
ASTON MARTIN,DB11,V12,"5,204 cc",600 л.с.,322 km/h,3.9 сек,15 808 000 руб.,Petrol,4,700 Nm
ASTON MARTIN,VANTAGE ,V8,"3,996 cc",503 л.с.,313 km/h,3.6 сек,10 792 000 руб.,Petrol,2,685 Nm
ASTON MARTIN,DBX,V8,"3,996 cc",542 л.с.,291 km/h,4.5 сек,14 364 000 руб.,Petrol,5,700 Nm
ASTON MARTIN,RAPIDE AMR,V12,"5,935 cc",580 л.с.,328 km/h,4.2 сек,18 240 000 руб.,Petrol,4,630 Nm
ASTON MARTIN,VANQUISH,V12,"5,935 cc",580 л.с.,324 km/h,3.6 сек,22 344 000 руб.,Petrol,2,630 Nm
ASTON MARTIN,LAGONDA TARAF,V12,"5,935 cc",540 л.с.,314 km/h,4.2 сек,83 600 000 руб.,Petrol,4,630 Nm
ASTON MARTIN,VICTOR,V12,"5,204 cc",836 л.с.,320 km/h,2.8 сек,98 800 000 руб.,Petrol,2,821 Nm
LAMBORGHINI,SIAN,V12,"6,498 cc",819 л.с.,350 km/h,2.8 сек,212 800 000 руб.,Hybrid,2,720 Nm
LAMBORGHINI,AVENTADOR SVJ,V12,"6,498 cc",759 л.с.,350 km/h,2.8 сек,39 368 000 руб.,Petrol,2,720 Nm
LAMBORGHINI,HURACAN PERFORMANTE,V10,"5,204 cc",640 л.с.,325 km/h,2.9 сек,20 824 000 руб.,Petrol,2,600 Nm
LAMBORGHINI,HURACAN EVO,V10,"5,204 cc",640 л.с.,325 km/h,2.9 сек,19 836 000 руб.,Petrol,2,600 Nm
LAMBORGHINI,AVENTADOR SV,V12,"6,498 cc",740 л.с.,350 km/h,2.8 сек,37 468 000 руб.,Petrol,2,690 Nm
LAMBORGHINI,URUS ,V8,"3,996 cc",641 л.с.,305 km/h,3.6 сек,16 036 000 руб.,Petrol,5,850 Nm
LAMBORGHINI,HURACAN SPYDER,V10,"5,204 cc",610 л.с.,325 km/h,3.4 сек,21 812 000 руб.,Petrol,2,600 Nm
LAMBORGHINI,AVENTADOR ROADSTER,V12,"6,498 cc",700 л.с.,350 km/h,3.0 сек,33 820 000 руб.,Petrol,2,690 Nm
LAMBORGHINI,HURACAN  PERFORMANTE SPYDER,V10,"5,204 cc",640 л.с.,325 km/h,3.1 сек,23 408 000 руб.,Petrol,2,600 Nm
LAMBORGHINI,AVENTADOR S,V12,"6,498 cc",740 л.с.,350 km/h,2.9 сек,31 996 000 руб.,Petrol,2,690 Nm
LAMBORGHINI,HURACAN EVO SPYDER,V10,"5,204 cc",640 л.с.,325 km/h,3.1 сек,21 812 000 руб.,Petrol,2,600 Nm
LAMBORGHINI,URUS PERFORMANTE,V8,"3,996 cc",641 л.с.,305 km/h,3.3 сек,18 392 000 руб.,Petrol,5,850 Nm
LAMBORGHINI,AVENTADOR ULTIMAE,V12,"6,498 cc",769 л.с.,355 km/h,2.8 сек,41 420 000 руб.,Petrol,2,720 Nm
LAMBORGHINI,HURACAN EVO RWD,V10,"5,204 cc",610 л.с.,325 km/h,3.3 сек,19 608 000 руб.,Petrol,2,560 Nm
LAMBORGHINI,AVENTADOR SVJ ROADSTER,V12,"6,498 cc",759 л.с.,350 km/h,2.9 сек,43 548 000 руб.,Petrol,2,720 Nm
LAMBORGHINI,URUS S,V8,"3,996 cc",671 л.с.,305 km/h,3.3 сек,19 988 000 руб.,Petrol,5,850 Nm
LAMBORGHINI,HURACAN STO,V10,"5,204 cc",640 л.с.,325 km/h,3.0 сек,24 852 000 руб.,Petrol,2,565 Nm
LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE,V12,"6,498 cc",769 л.с.,355 km/h,2.8 сек,41 420 000 руб.,Petrol,2,720 Nm
LAMBORGHINI,HURACAN EVO RWD SPYDER,V10,"5,204 cc",610 л.с.,325 km/h,3.3 сек,20 748 000 руб.,Petrol,2,600 Nm
LAMBORGHINI,AVENTADOR SVJ XAGO,V12,"6,498 cc",759 л.с.,350 km/h,2.9 сек,45 828 000 руб.,Petrol,2,720 Nm
LAMBORGHINI,URUS GRAPHITE CAPSULE,V8,"3,998 cc",641 л.с.,305 km/h,3.3 сек,19 228 000 руб.,Petrol,5,850 Nm
LAMBORGHINI,HURACAN STO EVO,V10,"5,204 cc",640 л.с.,325 km/h,3.0 сек,25 992 000 руб.,Petrol,2,565 Nm
LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE ROADSTER,V12,"6,498 cc",769 л.с.,355 km/h,2.8 сек,43 548 000 руб.,Petrol,2,720 Nm
ROLLS ROYCE ,GHOST,V12,"6,592 cc",591 л.с.,250 km/h,4.8 сек,25 232 000 руб.,Petrol,5,850 Nm
ROLLS ROYCE,WRAITH,V12,"6,592 cc",624 л.с.,250 km/h,4.4 сек,25 080 000 руб.,Petrol,4,870 Nm
ROLLS ROYCE,DAWN,V12,"6,592 cc",624 л.с.,250 km/h,4.9 сек,27 360 000 руб.,Petrol,4,870 Nm
ROLLS ROYCE,CULLINAN,V12,"6,749 cc",563 л.с.,250 km/h,5.2 сек,24 700 000 руб.,Petrol,5,850 Nm
ROLLS ROYCE,PHANTOM EXTENDED,V12,"6,749 cc",563 л.с.,250 km/h,5.3 сек,38 000 000 руб.,Petrol,5,900 Nm
ROLLS ROYCE,GHOST EXTENDED,V12,"6,592 cc",591 л.с.,250 km/h,4.8 сек,28 120 000 руб.,Petrol,5,850 Nm
ROLLS ROYCE,WRAITH BLACK BADGE,V12,"6,592 cc",624 л.с.,250 km/h,4.3 сек,27 360 000 руб.,Petrol,4,870 Nm
ROLLS ROYCE,DAWN BLACK BADGE,V12,"6,592 cc",624 л.с.,250 km/h,4.8 сек,29 640 000 руб.,Petrol,4,870 Nm
ROLLS ROYCE,CULLINAN BLACK BADGE,V12,"6,749 cc",563 л.с.,250 km/h,5.1 сек,26 600 000 руб.,Petrol,5,850 Nm
ROLLS ROYCE,PHANTOM COUPE,V12,"6,749 cc",563 л.с.,250 km/h,5.3 сек,34 200 000 руб.,Petrol,4,870 Nm
ROLLS ROYCE,GHOST COUPE,V12,"6,592 cc",591 л.с.,250 km/h,4.8 сек,25 840 000 руб.,Petrol,4,850 Nm
ROLLS ROYCE,WRAITH COUPE,V12,"6,592 cc",624 л.с.,250 km/h,4.4 сек,25 080 000 руб.,Petrol,4,870 Nm
ROLLS ROYCE,DAWN CONVERTIBLE,V12,"6,592 cc",624 л.с.,250 km/h,4.9 сек,28 880 000 руб.,Petrol,4,870 Nm
ROLLS ROYCE,CULLINAN SUV,V12,"6,749 cc",563 л.с.,250 km/h,5.2 сек,24 320 000 руб.,Petrol,5,850 Nm
MERCEDES,BENZ S-CLASS S 580,V8,"3,982 cc",496 л.с.,250 km/h,4.4 сек,8 816 000 руб.,Petrol,5,700 Nm
MERCEDES,BENZ E-CLASS E 63 S,V8,"3,982 cc",603 л.с.,250 km/h,3.4 сек,7 904 000 руб.,Petrol,5,850 Nm
MERCEDES,BENZ CLA 45 AMG,I4,1991 cc,382 л.с.,250 km/h,4.1 сек,4 028 000 руб.,Petrol,5,500 Nm
MERCEDES,BENZ GLE 63 S,V8,"3,982 cc",603 л.с.,250 km/h,4.2 сек,8 588 000 руб.,Petrol,5,850 Nm
MERCEDES,BENZ S-CLASS S 500,V6,"2,996 cc",429 л.с.,250 km/h,4.9 сек,8 284 000 руб.,Petrol,5,700 Nm
MERCEDES,BENZ E-CLASS E 450 ,V6,"2,996 cc",362 л.с.,250 km/h,5.2 сек,4 712 000 руб.,Petrol,5,500 Nm
MERCEDES,BENZ CLS 450,V6,"2,996 cc",362 л.с.,250 km/h,5.2 сек,5 320 000 руб.,Petrol,5,500 Nm
MERCEDES,BENZ GT 53,V6,"2,996 cc",429 л.с.,250 km/h,4.5 сек,7 524 000 руб.,Petrol,5,700 Nm
MERCEDES,BENZ GLE 450,V6,"2,996 cc",362 л.с.,250 km/h,5.5 сек,4 788 000 руб.,Petrol,5,500 Nm
MERCEDES,BENZ A-CLASS A 45 S,I4,"1,991 cc",416 л.с.,250 km/h,3.9 сек,4 028 000 руб.,Petrol,5,500 Nm
MERCEDES,BENZ C-CLASS C 43,V6,"2,996 cc",402 л.с.,250 km/h,4.7 сек,3 952 000 руб.,Petrol,5,520 Nm
MERCEDES,BENZ E-CLASS E 350,I4,"1,991 cc",255 л.с.,250 km/h,5.7 сек,3 724 000 руб.,Petrol,5,500 Nm
MERCEDES,BENZ GLE 350 ,I4,"1,991 cc",255 л.с.,250 km/h, 6.1 сек,4 028 000 руб.,Petrol,5,500 Nm
MERCEDES,BENZ GLC 43,V6,"2,996 cc",402 л.с.,250 km/h,4.7 сек,4 104 000 руб.,Petrol,5,520 Nm
MERCEDES,BENZ GLA 45,I4,"1,991 cc",382 л.с.,250 km/h,4.3 сек,3 648 000 руб.,Petrol,5,500 Nm
MERCEDES,BENZ GLC 350 ,I4,"1,991 cc",255 л.с.,250 km/h,6.1 сек,3 496 000 руб.,Petrol,5,500 Nm
MERCEDES,BENZ GLE 53,V6,"2,996 cc",429 л.с.,250 km/h,5.2 сек,5 396 000 руб.,Petrol,5,620 Nm
MERCEDES,BENZ S-CLASS S 350,I4,"1,991 cc",255 л.с.,250 km/h,6.5 сек,6 840 000 руб.,Petrol,5,500 Nm
MERCEDES,BENZ EQS 53,ELECTRIC MOTOR,,751 л.с.,250 km/h,3.4 сек,7 752 000 руб.,Electric,5,950 Nm
MERCEDES,BENZ MAYBACH S 680,V12,"5,980 cc",630 л.с.,250 km/h,4.7 сек,15 200 000 руб.,Petrol,5,1000 Nm
BMW,M5 CS,V8,"4,395 cc",627 л.с.,305 km/h,3.0 сек,10 792 000 руб.,Petrol,5,750 Nm
BMW,M4 GTS,I6,"2,993 cc",493 л.с.,305 km/h,3.7 сек,10 108 000 руб.,Petrol,4,600 Nm
BMW,M3 COMPETITION,I6,"2,993 cc",503 л.с.,285 km/h,3.5 сек,5 776 000 руб.,Petrol,5,650 Nm
BMW,M2 CS,I6,"2,993 cc",444 л.с.,280 km/h,4.0 сек,6 308 000 руб.,Petrol,4,550 Nm
BMW,X5 M COMPETITION,V8,"4,935 cc",523 л.с.,285 km/h,4.1 сек,8 664 000 руб.,Petrol,5,750 Nm
BMW,X3 M COMPETITION,I6,"2,993 cc",503 л.с.,285 km/h,4.1 сек,5 244 000 руб.,Petrol,5,650 Nm
BMW,M8 GRAN COUPE,V8,"4,395 cc",523 л.с.,305 km/h,3.3 сек,11 096 000 руб.,Petrol,5,750 Nm
BMW,M850i DRIVE COUPE,V8,"4,935 cc",523 л.с.,285 km/h,3.7 сек,8 208 000 руб.,Petrol,4,750 Nm
ROLLS ROYCE,DAWN BLACK BADGE VOLANTE,V12,"6,592 cc",563 л.с.,250 km/h,4.8 сек,30 248 000 руб.,Petrol,4,840 Nm
ROLLS ROYCE,CULLINAN BLACK BADGE SUV,V12,"6,749 cc",563 л.с.,250 km/h,5.1 сек,28 956 000 руб.,Petrol,5,850 Nm
ROLLS ROYCE,PHATOM TRANQUILITY,V12,"6,749 cc",563 л.с.,250 km/h,5.3 сек,36 100 000 руб.,Petrol,5,900 Nm
ROLLS ROYCE,GHOST ZENITH,V12,"6,749 cc",563 л.с.,250 km/h,4.9 сек,25 460 000 руб.,Petrol,5,900 Nm
ROLLS ROYCE,WRAITH EAGLE VIII,V12,"6,592 cc",623 л.с.,250 km/h,4.5 сек,26 524 000 руб.,Petrol,4,800 Nm
ROLLS ROYCE,PHATOM ORCHID,V12,"6,749 cc",563 л.с.,250 km/h,5.3 сек,37 620 000 руб.,Petrol,5,900 Nm
ROLLS ROYCE,GHOST AZURE,V12,"6,749 cc",563 л.с.,250 km/h,4.9 сек,26 980 000 руб.,Petrol,5,900 Nm
ROLLS ROYCE,WRAITH KRYPTOS,V12,"6,592 cc",623 л.с.,250 km/h,4.5 сек,28 044 000 руб.,Petrol,4,800 Nm
ROLLS ROYCE,DAWN SILVER BULLET,V12,"6,592 cc",563 л.с.,250 km/h,4.8 сек,31 768 000 руб.,Petrol,4,840 Nm
ROLLS ROYCE,CULLINAN FUX ORANGE,V12,"6,749 cc",563 л.с.,250 km/h,5.1 сек,30 476 000 руб.,Petrol,5,850 Nm
ROLLS ROYCE,PHANTOM CELESTIAL,V12,"6,749 cc",563 л.с.,250 km/h,5.3 сек,39 140 000 руб.,Petrol,5,900 Nm
ROLLS ROYCE,GHOST MYSORE,V12,"6,749 cc",563 л.с.,250 km/h,4.9 сек,28 500 000 руб.,Petrol,5,900 Nm
ROLLS ROYCE,WRAITH LUMINARY,V12,"6,592 cc",623 л.с.,250 km/h,4.5 сек,29 564 000 руб.,Petrol,4,800 Nm
ROLLS ROYCE,DAWN BLACK BADGE ADAMAS,V12,"6,592 cc",563 л.с.,250 km/h,4.8 сек,33 364 000 руб.,Petrol,4,840 Nm
ROLLS ROYCE,CULLINAN RED DIAMOND,V12,"6,749 cc",563 л.с.,250 km/h,5.1 сек,31 996 000 руб.,Petrol,5,850 Nm
AUDI,R8 V10 PLUS,V10,"5,204 cc",610 л.с.,330 km/h,3.2 сек,14 744 000 руб.,Petrol,2,560 Nm
AUDI,RS7 SPORTBACK,V8,"3,993 cc",591 л.с.,305 km/h,3.6 сек,8 664 000 руб.,Petrol,5,800 Nm
AUDI,S8,V8,"3,993 cc",563 л.с.,305 km/h,4.3 сек,7 676 000 руб.,Petrol,5,800 Nm
AUDI,RS6 AVANT,V8,"3,993 cc",591 л.с.,305 km/h,3.6 сек,8 284 000 руб.,Petrol,5,800 Nm
AUDI,S7 SPORTBACK,V8,"3,993 cc",563 л.с.,305 km/h,4.3 сек,7 296 000 руб.,Petrol,5,650 Nm
AUDI,A8,V6,"2,995 cc",335 л.с.,250 km/h,5.7 сек,6 536 000 руб.,Petrol,5,600 Nm
AUDI,S5 COUPE,V6,"2,995 cc",349 л.с.,250 km/h,4.8 сек,4 864 000 руб.,Petrol,4,500 Nm
AUDI,SQ5,V6,"2,995 cc",349 л.с.,250 km/h,5.4 сек,4 712 000 руб.,Petrol,5,500 Nm
AUDI,S4 SEDAN,V6,"2,995 cc",349 л.с.,250 km/h,4.7 сек,4 484 000 руб.,Petrol,5,500 Nm
AUDI,S3 SEDAN,I4,"1,984 cc",306 л.с.,250 km/h,4.8 сек,3 952 000 руб.,Petrol,5,400 Nm
AUDI,Q7,V6,"2,995 cc",335 л.с.,250 km/h,6.3 сек,4 560 000 руб.,Petrol,7,600 Nm
AUDI,Q5,I4,"1,984 cc",248 л.с.,240 km/h,6.3 сек,3 268 000 руб.,Petrol,5,500 Nm
AUDI,A7,V6,"2,995 cc",335 л.с.,250 km/h,5.7 сек,5 168 000 руб.,Petrol,5,600 Nm
AUDI,A6,V6,"2,995 cc",335 л.с.,250 km/h,5.7 сек,4 408 000 руб.,Petrol,5,600 Nm
AUDI,A5 COUPE,I4,"1,984 cc",248 л.с.,240 km/h,6.3 сек,3 420 000 руб.,Petrol,4,500 Nm
AUDI,A4,I4,"1,984 cc",248 л.с.,240 km/h,6.5 сек,2 964 000 руб.,Petrol,5,400 Nm
AUDI,Q3,I4,"1,984 cc",248 л.с.,230 km/h,7.3 сек,2 660 000 руб.,Petrol,5,400 Nm
AUDI,E-TRON,ELECTRIC ,95 kwh,402 л.с.,200 km/h,5.5 сек,5 700 000 руб.,Electric,5,664 Nm
AUDI,E-TRON SPORTBACK,ELECTRIC,95 kwh,402 л.с.,200 km/h,5.5 сек,5 928 000 руб.,Electric,5,664 Nm
AUDI,TT COUPE,I4,"1,984 cc",248 л.с.,250 km/h,5.3 сек,3 724 000 руб.,Petrol,2,400 Nm
BMW,I8 ROADSTER,ELECTRIC MOTOR,11.6 kwh,369 л.с.,250 km/h,4.4 сек,12 540 000 руб.,Hybrid,2,570 Nm
BMW,330i,I4,"1,998 cc",255 л.с.,250 km/h,5.6 сек,3 420 000 руб.,Petrol,5,400 Nm
BMW,M340i XDRIVE,I6,"2,998 cc",382 л.с.,250 km/h,4.1 сек,4 332 000 руб.,Petrol,5,500 Nm
BMW,430i COUPE,I4,"1,998 cc",255 л.с.,250 km/h,5.8 сек,3 648 000 руб.,Petrol,4,400 Nm
BMW,M4 COMPETITION,I6,"2,993 cc",503 л.с.,290 km/h,3.8 сек,6 156 000 руб.,Petrol,4,650 Nm
BMW,530i,I4,"1,998 cc",248 л.с.,250 km/h,5.9 сек,4 332 000 руб.,Petrol,5,400 Nm
BMW,M550i XDRIVE,V8,"4,395 cc",523 л.с.,250 km/h,3.6 сек,5 928 000 руб.,Petrol,5,650 Nm
BMW,118i,I3,"1,499 cc",136 л.с.,213 km/h,8.5 сек,2 432 000 руб.,Petrol,5,220 Nm
BMW,128ti,I4,"1,998 cc",261 л.с.,250 km/h,6.1 сек,3 192 000 руб.,Petrol,5,400 Nm
BMW,M135i XDRIVE,I4,"1,998 cc",302 л.с.,250 km/h,4.8 сек,2 280 000 руб.,Petrol,5,450 Nm
BMW,116D,I3,"1,496 cc",116 л.с.,200 km/h,10.3 сек,2 280 000 руб.,Diesel,5,280 Nm
BMW,120D XDRIVE,I4,"1,995 cc",190 л.с.,230 km/h,6.9 сек,2 888 000 руб.,Diesel,5,400 Nm
BMW,116i,I3,"1,499 cc",109 л.с.,200 km/h,10.9 сек,2 128 000 руб.,Petrol,5,200 Nm
BMW,118D,I4,"1,995 cc",150 л.с.,216 km/h,8.4 сек,2 584 000 руб.,Diesel,5,380 Nm
BMW,120i,I4,"1,998 cc",178 л.с.,230 km/h,7.1  сек,2 812 000 руб.,Petrol,5,300 Nm
BMW,125i,I4,"1,998 cc",224 л.с.,240 km/h,6.1 сек,3 192 000 руб.,Petrol,5,400 Nm
BMW,114D,I3,"1,496 cc",95 л.с.,185 km/h,12.2 сек,2 052 000 руб.,Diesel,5,270 Nm
BMW,114i,I4,"1,598 cc",102 л.с.,195 km/h,11.2 сек,1 976 000 руб.,Petrol,5,200 Nm
BMW,125D,I4,"1,995 cc",224 л.с.,240 km/h,6.3 сек,3 344 000 руб.,Diesel,5,400 Nm
BMW,118i XDRIVE,I3,"1,499 cc",136 л.с.,211 km/h,8.9 сек,2 584 000 руб.,Petrol,5,250 Nm
BMW,116D EFFICIENTDYNAMICS,I3,"1,496 cc",116 л.с.,200 km/h,10.9 сек,2 280 000 руб.,Diesel,5,270 Nm
BMW,118i SPORTLINE,I3,"1,499 cc",136 л.с.,213 km/h,8.5 сек,2 660 000 руб.,Petrol,5,250 Nm
BMW,118i M SPORT,I3,"1,499 cc",136 л.с.,213 km/h,8.5 сек,2 812 000 руб.,Petrol,5,250 Nm
BMW,120i M SPORT,I4,"1,998 cc",178 л.с.,230 km/h,7.1 сек,2 964 000 руб.,Petrol,5,300 Nm
BMW,116i EFFICIENTDYNAMICS,I4,"1,598 cc",109 л.с.,195 km/h,10.9 сек,2 204 000 руб.,Petrol,5,200 Nm
BMW,116D ADVANTAGE,I3,"1,496 cc",116 л.с.,200 km/h,10.5 сек,2 356 000 руб.,Diesel,5,270 Nm
BMW,120D EFFICIENTDYNAMICS,I4,"1,995 cc",163 л.с.,225 km/h,7.7 сек,2 964 000 руб.,Diesel,5,400 Nm
BMW,118i SHADOW LINE,I3,"1,499 cc",136 л.с.,213 km/h,8.5 сек,2 736 000 руб.,Petrol,5,250 Nm
BMW,118D SPORT LINE,I4,"1,995 cc",150 л.с.,216 km/h,8.4 сек,2 736 000 руб.,Diesel,5,380 Nm
BMW,120i XDRIVE,I4,"1,998 cc",178 л.с.,230 km/h,7.2 сек,3 040 000 руб.,Petrol,5,300 Nm
BMW,114D SPORT LINE,I3,"1,496 cc",95 л.с.,185 km/h,12.2 сек,2 128 000 руб.,Diesel,5,270 Nm
BMW,118i URBAN LINE,I3,"1,499 cc",136 л.с.,213 km/h,8.5 сек,2 660 000 руб.,Petrol,5,250 Nm
VOLVO,XC90,I6,"1,969 cc",247 л.с.,200 km/h,6.5 сек,4 560 000 руб.,Petrol/Diesel,7,400 Nm
VOLVO,XC60,I6,"1,969 cc",247 л.с.,220 km/h,6.4 сек,4 180 000 руб.,Petrol/Diesel,5,400 Nm
VOLVO,S90,I6,"1,969 cc",295 л.с.,250 km/h,5.9 сек,4 560 000 руб.,Petrol/Diesel,5,400 Nm
KIA,SPORTAGE LX,I4,"2,480 cc",187 л.с.,200 km/h,8.0 сек,2 052 000 руб.,Petrol,5,250 Nm
KIA,SPORTAGE EX,I4,"2,480 cc",187 л.с.,200 km/h,8.0 сек,2 280 000 руб.,Petrol,5,250 Nm
KIA,SPORTAGE GT-LINE,I4,"2,480 cc",187 л.с.,200 km/h,8.0 сек,2 432 000 руб.,Petrol,5,350 Nm
KIA,SPORTAGE SX TURBO,I4,"1,998 cc",240 л.с.,210 km/h,6.7 сек,2 736 000 руб.,Petrol,5,400 Nm
KIA,SPORTAGE NIGHTFALL EDITION,I4,"2,480 cc",187 л.с.,200 km/h,8.0 сек,2 508 000 руб.,Petrol,5,350 Nm
HONDA,CIVIC TYPE R,I4,"1,996 cc",315 л.с.,272 km/h,5.7 сек,3 344 000 руб.,Petrol,5,400 Nm
KIA,SPORTAGE PHEV,I4 + ELECTRIC,"1,600 cc / 13.8 kwh",261 л.с.,180 km/h,8.0 сек,3 116 000 руб.,Plug-in Hybrid,5,350 Nm
KIA,SPORTAGE 2024(BASE MODEL),I4,"2,480 cc",187 л.с.,200 km/h,8.0 сек,1 976 000 руб.,Petrol,5,250 Nm
KIA,SPORTAGE 2024(TOP TRIM),I4,"1,998 cc",240 л.с.,210 km/h,6.7 сек,2 888 000 руб.,Petrol,5,400 Nm
KIA,SPORTAGE 2024(BASE AWD),I4,"2,480 cc",187 л.с.,200 km/h,8.3 сек,2 204 000 руб.,Petrol/AWD,5,250 Nm
KIA,SPORTAGE X-LINE,I4,"2,480 cc",187 л.с.,200 km/h,8.0 сек,2 470 000 руб.,Petrol,5,350 Nm
KIA,SPORTAGE 2024(S TRIM),I4,"2,480 cc",187 л.с.,200 km/h,8.2 сек,2 128 000 руб.,Petrol,5,250 Nm
HONDA,ACCORD,I4,"1,498 cc",192 л.с.,201 km/h,7.1 сек,2 234 400 руб.,Petrol,5,370 Nm
KIA,SPORTAGE 2024(HYBRID AWD),I4 + ELECTRIC,"1,600 cc / 1.49 kwh",227 л.с.,180 km/h,8.0 сек,2 812 000 руб.,Hybrid,5,350 Nm
KIA,SPORTAGE 2024(PLUG-IN HYBRID AWD),I4 + ELECTRIC,"1,598 cc / 13.8 kwh",261 л.с.,180 km/h,7.9 сек,3 192 000 руб.,Plug-in Hybrid,5,350 Nm
KIA,SPORTAGE 2024(X-PRO),I4,"2,480 cc",187 л.с.,200 km/h,8.1 сек,2 736 000 руб.,Petrol,5,400 Nm
